,BMTCB,GETCB,HYTCB,NUETB,SOTCB,WYTCB,ARTCB,AVTCB,CLTCB,DFTCB,JFTCB,KSTCB,LGTCB,MGTCB,NGTCB,RFTCB,WWTCB
1974,134722.965,25610.42511,484739.6517,41276.82675,0,0,79024.01439,9987.76725,60670.1672,254992.0333,337621.8128,11561.12717,75764.18929,1236915.263,1937139.683,622424.2359,134722.965
1975,127489.4036,33779.66583,417308.8107,66855.44071,0,0,87238.73266,8280.49038,56405.23,246599.6393,350710.9842,11495.15371,71567.22215,1268642.968,1937321.759,698395.1661,127489.4036
1976,144760.1441,37512.98981,240578.4684,53107.03848,0,0,93449.23997,7925.92406,66629.89346,266842.9225,342149.7775,11199.56952,70881.67937,1327148.787,1849711.293,868338.5741,144760.1441
1977,151984.1311,37381.66573,148706.8893,87395.5072,0,0,99518.97052,8314.33117,75109.05148,301471.1464,354272.484,15950.81883,63610.58125,1398811.487,1864186.794,1083947.789,151984.1311
1978,160260.9648,30851.22443,385488.6825,83800.5873,0,0,101859.8548,8851.95331,67891.9103,350746.5226,362558.8229,17951.21518,71891.48024,1461287.946,1646333.042,978486.2476,160260.9648
1979,168373.4001,40262.4857,351169.7637,95319.99209,0,0,142557.645,8489.30686,68564.94334,389527.9771,369648.1461,19419.75,85187.67316,1415277.848,1900356.5,986942.5639,168373.4001
1980,115610.0496,52699.14465,423618.4329,53664.94933,0,0,122308.7164,1440.35084,66169.6168,362766.4032,354212.4509,12003.39,70530.03066,1332125.209,1890886.554,934884.5389,115610.0496
1981,133092.2834,59437.46184,311123.9805,35367.1435,0,0,65241.51341,666.29885,78400.54828,393320.429,331343.1518,6157.62,62378.94026,1328554.729,1947370.391,821469.6697,131670.1034
1982,127115.6374,50627.30966,525064.7575,41357.33388,0,0,65153.73579,5778.98447,69414.68153,391810.9329,316702.4396,3028.1024,58816.80355,1312789.696,1765171.454,513380.8829,123289.0487
1983,148645.7369,63910.06473,598434.671,61214.20334,0,15.69805,73769.4404,5891.37284,32021.77139,396640.2302,321471.3952,1624.17758,58761.72629,1345500.254,1601037.23,430792.4052,144767.3425
1984,165872.8768,80195.4651,450580.1375,153366.016,54.78828,36.67854,101279.4951,5286.48564,37242.74012,439302.9944,373501.4781,4413.69992,74380.64378,1393029.867,1739833.355,481206.6212,162747.2072
1985,167092.6847,96079.59621,331348.1572,209564.9433,111.05328,27.83405,91894.48861,6836.82559,45264.37754,416709.3078,375831.7751,5195.76398,73849.49905,1404484.516,1925458.889,419494.6552,165343.6748
1986,129118.2461,105700.5124,433077.1206,277331.5318,146.57775,27.94148,102016.5525,6754.36651,42518.7609,434939.5069,422107.7595,2784.04394,73233.91333,1468573.544,1591044.552,364943.669,127418.1662
1987,157927.9222,110429.1734,255937.463,317297.9841,109.36887,37.52257,109215.7437,5470.31487,44951.38533,398389.2503,448772.6765,3884.489,81697.76601,1538648.595,1992956.392,418955.5985,155492.1144
1988,169037.8868,104371.8054,242346.9181,327209.1019,93.08758,6.43165,101814.9885,6621.4986,50824.28608,477382.5518,464177.2502,1277.40542,83258.38295,1594919.348,1860390.85,433279.6298,164611.9728
1989,235905.2314,143657.1078,321317.5759,344145.6032,19753.00923,21684.89408,99513.65754,6575.02464,66426.63687,468973.1107,507760.8905,1089.68873,90960.45404,1633253.84,2047845.051,422630.1697,231921.1579
1990,222588.6624,152147.484,247490.2819,345955.2837,22097.26351,28697.88016,98621.05793,5581.15729,84159.70697,449884.5054,534665.6926,823.77888,72469.36013,1607327.739,2101602.035,402963.418,218423.7084
1991,219223.9471,155529.0542,229143.9199,330684.2207,23864.51499,30415.77418,94569.61171,5506.39045,89519.12363,436039.2168,508108.3129,789.19092,67206.6324,1569061.006,2208285.484,284864.4857,214009.0183
1992,226570.6544,154136.3198,208571.3542,369043.4423,23597.80676,29619.47766,89971.09246,5344.53078,91515.05006,403033.2157,489547.5058,425.45298,76424.11999,1658074.791,2294134.969,215737.2523,225736.4306
1993,193993.5989,155586.9767,417437.4505,331723.5888,24688.83064,30758.34476,82504.34456,4134.01927,84669.28642,378539.582,504727.8368,740.45035,60059.13198,1621739.583,2213111.106,233667.5391,191699.3163
1994,195853.6851,142640.107,237398.1363,352778.3811,25226.2316,34941.61245,81207.5955,4003.23407,84615.77611,421644.8249,560139.3969,681.41595,65790.0381,1609024.309,2334776.981,263626.1029,192715.3205
1995,181976.7564,120056.8554,495317.6366,317794.0496,25428.63311,31830.63818,81036.2289,4073.36023,84323.12291,425517.3538,540350.8259,928.35183,53614.51632,1634713.466,2109955.873,290762.948,172906.4382
1996,175102.1526,129678.2478,462728.8866,358119.3206,25636.12091,31836.07416,82279.99878,3880.92199,80324.43099,429169.0762,588382.9823,1668.53794,39431.12161,1660028.988,2017680.079,253257.4796,167588.8262
1997,158857.6686,132211.3956,419290.0783,320194.1663,25072.46038,32036.93501,76390.54321,4222.32913,82651.06498,463807.271,585073.9292,2029.05968,32015.94489,1683124.136,2185029.247,134667.3884,151225.8655
1998,146911.9789,133436.4578,505242.9954,362927.8152,24582.63862,28121.99019,103333.9789,2899.15444,66156.57709,457413.8459,598082.7976,2690.14874,39523.7582,1719663.108,2418687.913,108096.5299,141059.435
1999,156548.0245,135324.6816,416573.1567,348735.9057,24016.56505,33029.49938,135149.8839,4166.70279,69547.22128,482008.0899,559476.8281,1633.72415,44012.12986,1760227.744,2379557.562,149595.77,151462.3746
2000,164988.6785,127599.7127,391042.951,366845.3417,23120.78743,35887.35262,135103.8937,3651.28584,70011.69418,544379.1203,584018.1328,2104.25006,45297.13542,1786458.225,2456438.192,212087.0771,159180.8466
2001,164122.0837,128077.3109,263923.1714,346911.4474,23072.1665,36162.79275,125554.839,2706.15809,67839.48592,567213.0746,551216.4676,2580.57712,39970.93114,1833818.709,2513856.34,160128.6872,156149.867
2002,171473.8135,135220.8854,316793.6086,358707.1343,22533.84884,38684.30759,118493.1644,3024.76261,70009.96196,521800.6135,582624.2772,1465.40261,53098.36689,1924704.249,2318656,193435.7601,162059.2051
2003,205818.2943,134816.3645,372472.3694,370922.8752,22046.64559,39893.10887,90543.81675,3033.03487,69469.16922,707471.9832,565418.4775,1609.56881,53304.65124,1914484.925,2317062.583,147249.1774,155300.4485
2004,228435.8629,133326.9108,342160.3931,315603.2578,22326.11553,43153.48186,91629.57949,2795.48795,68909.34635,547685.3943,597665.0405,2215.33709,53656.8384,1961232.17,2462247.16,174688.2257,155750.4332
2005,225495.2407,132375.377,396279.0337,377312.5155,22035.08045,42618.02787,87109.93925,2675.62975,67422.33819,564453.1169,593147.7602,2291.22069,44797.23998,1989629.704,2304462.868,213376.9171,145587.5329
2006,219733.391,129318.5293,476581.963,333520.1688,23165.25809,48432.50312,80492.43371,2325.79073,67016.54708,578452.3617,603306.9542,2163.49436,43584.27419,1999422.23,2375928.944,237212.3524,139377.562
2007,225390.7083,130592.3607,270107.4899,375284.2577,25557.10988,55201.48123,99922.13094,2233.97912,66494.60273,576814.5802,628199.6893,1216.78432,41314.3152,1987289.907,2441192.083,249465.9557,138376.2404
2008,228308.9487,129142.7924,237755.436,339538.015,29231.93828,53063.34549,82940.51795,2056.82936,63050.16857,546613.7263,571738.7391,674.08923,60266.8477,1901794.84,2475017.122,260870.7187,139729.6582
2009,224662.5224,127461.1205,272187.2346,332249.3898,31397.00543,56996.57722,71557.59172,1438.95234,52403.09775,526665.0922,555575.4421,1142.46582,60934.41047,1866541.046,2391376.808,242715.8495,140159.1761
2010,225392.5406,129647.249,306619.0332,326348.3478,33562.07258,56882.23064,75807.53947,2233.97912,53075.89305,540754.9656,581246.0461,1610.84241,55783.5641,1831287.252,2401471.192,244267.4018,140335.2242
2011,225028.4476,129438.9058,341050.8318,317937.5073,35727.13973,57779.77863,72941.87839,2087.070033,49675.40711,536176.1809,579591.4111,2079.219,56948.79165,1796033.458,2400999.021,240892.3487,140705.0502
2012,224664.3547,129230.5627,375482.6304,309526.6668,29839.87866,58677.32663,70076.2173,2175.644913,46274.92117,531597.3962,577936.7762,2547.59559,58114.01921,1760779.664,2400526.851,237517.2956,141074.8762
2013,224300.2617,129022.2195,312462.4146,301115.8262,30269.00145,59574.87462,70768.36064,2264.219793,67457.32617,527018.6115,576282.1412,1730.678156,59279.24676,1958287.563,2400054.681,234142.2425,141444.7022
2014,223936.1688,128813.8764,309157.139,374894.8133,30698.12424,60472.42262,70037.3822,2352.794673,67619.33872,522439.8268,574627.5062,1722.568265,57331.08489,1971904.434,2403809.132,230767.1894,141814.5282
2015,223572.0758,128605.5332,305851.8634,378366.2466,31127.24704,61369.97061,69306.40377,2441.369553,67666.83249,517861.0422,572972.8712,2026.004936,56981.54343,1985521.305,2405450.273,227392.1363,142184.3543
2016,223207.9829,128397.19,328613.2611,381837.6799,31556.36983,62267.51861,68575.42534,2529.944433,56849.07088,513282.2575,571318.2362,2100.36732,56632.00198,1895790.138,2407091.413,224017.0832,142554.1803
2017,241748.7291,128188.8469,331380.464,385309.1131,31985.49263,62912.09296,67844.44691,2618.519313,56080.89985,508703.4728,569663.6012,2174.729704,56282.46052,1893954.496,2408732.554,220642.0301,142924.0063
2018,244893.8076,127980.5037,334147.6669,388780.5464,32414.61542,63725.3164,67113.46847,2707.094193,55312.72881,504124.6881,574081.2415,2249.092088,55932.91907,1892118.853,2410373.695,217266.977,143293.8323
2019,248038.8862,127772.1605,336914.8697,392251.9797,32843.73821,64538.53985,66382.49004,2795.669073,54544.55778,532273.1941,574248.2891,2323.454471,59748.99239,1890283.211,2412014.835,232439.336,143663.6583
2020,251183.9648,127563.8174,339682.0726,395723.413,31869.22015,65351.7633,65651.51161,2884.243953,53776.38675,531969.9275,574415.3367,2171.018099,60372.81349,1888447.569,2413655.976,232700.6303,144033.4843
2021,258420.6355,127355.4742,342449.2755,399194.8462,31877.25068,66164.98674,64920.53317,2434.865321,53008.21572,531666.6609,574582.3843,2203.873585,60996.63458,1886611.927,2415297.116,232961.9246,141649.8887
2022,250274.7563,127147.131,345216.4784,402666.2795,31885.28122,63725.3164,64189.55474,2431.608809,52240.04469,531363.3944,574749.4319,2236.729071,61620.45568,1859663.278,2416938.257,233223.2189,141552.1083
2023,252452.8505,126938.7879,347983.6813,406137.7128,31893.31176,64538.53985,63458.57631,2428.352298,61238.28282,531060.1278,576333.3438,2269.584558,62244.27678,1848410.258,2418579.397,233484.5132,141454.328
2024,254630.9448,126730.4447,330991.7738,409609.1461,31901.34229,65351.7633,62727.59787,2425.095786,61137.6411,530756.8612,577107.6189,2302.440044,62868.09788,1837157.238,2393109.051,233745.8075,141356.5476
2025,256809.039,126522.1015,330880.8309,392983.0624,32665.17945,64538.53985,61996.61944,2421.839274,61036.99938,530453.5947,577881.8941,2273.531577,63491.91898,1825904.218,2392934.144,234007.1018,141258.7673
2026,258987.1333,126313.7584,330769.8881,395123.1185,32824.37131,64375.89516,61265.64101,2418.582762,60936.35765,530150.3281,578656.1692,2279.916798,64115.74008,1814651.198,2392759.238,234268.3961,137451.3193
2027,261165.2275,126105.4152,330658.9453,397263.1746,32983.56316,64213.25047,60534.66258,2415.326251,60835.71593,529847.0615,579430.4444,2286.302019,64739.56118,1803398.178,2392584.331,234529.6904,136912.1849
2028,263343.3218,125897.072,330548.0024,399403.2307,33142.75502,64050.60578,59803.68414,2412.069739,60735.07421,529543.795,580204.7195,2292.68724,65363.38227,1802133.286,2392409.424,234790.9847,141284.7743
2029,265521.416,125688.7289,330437.0596,401543.2868,33301.94688,63887.96109,59072.70571,2509.496864,60634.43248,529240.5284,580978.9946,2299.07246,65987.20337,1793020.579,2392234.517,235052.279,141304.3765
2030,267699.5103,125480.3857,330326.1168,403683.3429,33461.13874,63725.3164,58341.72728,2512.792332,60533.79076,528937.2618,581753.2698,2305.457681,66611.02447,1783907.872,2392059.61,235313.5733,141323.9787
2031,269877.6045,125272.0426,330215.174,405823.399,33620.3306,63376.79207,57610.74884,2516.087799,58257.5108,528633.9953,582527.5449,2294.314849,67234.84557,1774795.166,2391884.703,235574.8676,141343.5808
2032,272055.6987,125063.6994,330104.2311,407963.4551,33779.52246,63144.44251,56879.77041,2519.383267,58122.95816,528330.7287,583301.8201,2309.359701,67858.66667,1765682.459,2391709.796,229981.4317,141363.183
2033,274233.793,124855.3562,329993.2883,410103.5112,33938.71432,62912.09296,56148.79198,2522.678734,57988.40552,528027.4621,584076.0952,2324.404553,63823.64944,1756569.752,2391534.889,229638.0009,141382.7852
2034,276411.8872,124647.0131,329882.3455,412243.5673,34097.90618,62679.7434,55417.81354,2525.974202,57853.85288,527724.1956,584850.3703,2339.449405,64131.3724,1747457.045,2391359.982,229294.5701,141402.3874
2035,278589.9815,124438.6699,329771.4026,414383.6234,34257.09804,62447.39384,54686.83511,2529.26967,57719.30024,527420.929,585624.6455,2354.494257,64439.09535,1738344.339,2391185.075,228951.1393,141421.9896
2036,280768.0757,124230.3267,329660.4598,416523.6795,34416.2899,62215.04429,53955.85668,2641.623461,57584.7476,542254.3478,586398.9206,2369.539109,64746.81831,1729231.632,2391010.169,228607.7085,142780.8402
2037,282946.17,124021.9836,329549.517,418663.7356,34575.48176,61982.69473,53224.87825,2656.890415,57450.19495,543034.2089,587173.1958,2384.583961,65054.54126,1720118.925,2390835.262,228264.2777,143192.0737
2038,285124.2642,123813.6404,329438.5742,420803.7917,34734.67362,61750.34518,52493.89981,2672.15737,57315.64231,543814.0701,587947.4709,2399.628813,65362.26422,1711006.218,2390660.355,227920.8469,143603.3072
2039,287302.3585,123605.2972,329327.6313,422943.8478,34893.86548,61517.99562,51762.92138,2384.974298,57181.08967,544593.9312,588721.746,2414.673665,65669.98718,1701893.511,2390485.448,227577.4162,144014.5407
2040,289480.4527,123396.9541,329216.6885,425083.9039,35053.05734,61285.64606,51031.94295,2376.688585,58719.26025,545373.7923,589496.0212,2429.718517,65977.71013,1692780.805,2390310.541,227233.9854,144425.7742
2041,291658.547,123188.6109,329105.7457,427223.96,35212.2492,61053.29651,50300.96451,2368.402872,58755.56099,546153.6534,590270.2963,2444.763369,66285.43309,1683668.098,2390135.634,226890.5546,144837.0077
2042,293836.6412,122980.2677,328994.8028,429364.0161,35371.44106,60820.94695,49569.98608,2360.117158,58791.86173,546933.5146,591044.5715,2459.808221,66593.15605,1674555.391,2389960.727,226547.1238,145248.2412
2043,296014.7355,122771.9246,328883.86,431504.0722,35530.63292,60588.59739,48839.00765,2351.831445,58828.16246,547713.3757,591818.8466,2474.853072,66900.879,1665442.684,2389785.82,226203.693,145659.4747
2044,298192.8297,122563.5814,328772.9172,433644.1283,35689.82478,60356.24784,48108.02921,2343.545732,58864.4632,548493.2368,592593.1217,2489.897924,67208.60196,1656329.978,2389610.913,225860.2622,146070.7082
2045,300370.924,122355.2382,328661.9744,435784.1844,35849.01664,60123.89828,47377.05078,2335.260018,58900.76394,549273.0979,593367.3969,2504.942776,67516.32492,1647217.271,2389436.007,225516.8314,146481.9417
2046,302549.0182,122146.8951,328551.0315,437924.2405,36008.2085,59891.54873,46646.07235,2326.974305,58937.06468,550052.9591,594141.672,2519.987628,67824.04787,1638104.564,2389261.1,225173.4007,146893.1752
2047,304727.1124,121938.5519,328440.0887,440064.2966,36167.40036,59659.19917,45915.09392,2318.688592,58973.36541,550832.8202,594915.9472,2535.03248,68131.77083,1628991.857,2389086.193,224829.9699,147304.4087
2048,306905.2067,121730.2087,328329.1459,442204.3527,36326.59221,59426.84961,45184.11548,2310.402879,59009.66615,551612.6813,595690.2223,2550.077332,68439.49379,1619879.15,2388911.286,224486.5391,147715.6422
2049,309083.3009,121521.8656,328218.203,444344.4088,36485.78407,59194.50006,44453.13705,2302.117165,59045.96689,552392.5424,596464.4974,2565.122184,68747.21674,1610766.444,2388736.379,224143.1083,148126.8757
2050,311261.3952,121313.5224,328107.2602,446484.4649,36644.97593,58962.1505,43722.15862,2293.831452,59082.26763,553172.4036,597238.7726,2580.167036,69054.9397,1601653.737,2388561.472,223799.6775,148538.1092
