X,GDPRX,NUETD,TEGDS,TETCB,TPOPP,ARTCD,AVTCD,CLTCD,DFTCD,JFTCD,KSTCD,LGTCD,MGTCD,NGTCD,RFTCD,WWTCD,BMTCB,GETCB,HYTCB,NUETD.1,SOTCB,WYTCB,GDPrate
1973,18505.13624,0,9.73753,477906.8743,1105.529,0.85071,2.35823,0.15729,1.38129,0.94164,1.34652,2.08513,3.06045,0.44953,0.72365,1.22915,0.818871647,0.930807471,0.523871647,0,2.803787167,1.652282062,453.8
1974,19256.32092,0,11.36562,476618.7308,1131.309,1.74794,3.23346,0.19374,2.2576,1.62442,1.9779,2.87,4.2386,0.6189,1.48603,1.43064,0.817141595,0.928212393,0.522141595,0,2.760260353,1.62071831,503.86
1975,19650.3052,0,11.14165,459572.7814,1159.944,1.83959,3.44618,0.226,2.42103,2.11818,2.25631,3.14042,4.72357,0.75446,1.6583,1.45876,0.815428758,0.925643137,0.520428758,0,2.716733539,1.589154557,550.21
1976,22045.77806,0,11.05735,509048.2529,1189.295,1.67787,3.58597,0.26006,2.64316,2.31832,2.5848,3.35468,4.76009,0.93555,1.84093,1.51085,0.813732963,0.923099445,0.518732963,0,2.673206724,1.557590805,581.85
1977,24476.47902,0,11.73963,473456.8391,1215.72,1.78251,3.9687,0.29605,2.85848,2.7102,2.78213,3.81442,5.09278,1.53732,1.93493,1.60935,0.812054042,0.920581063,0.517054042,0,2.62967991,1.526027052,619.67
1978,25808.58665,0,11.72146,475365.6607,1238.034,1.93603,4.29319,0.43086,3.05738,2.91819,2.97392,4.12759,5.30481,1.80231,1.85711,1.64062,0.810391827,0.91808774,0.515391827,0,2.586153095,1.494463299,666.89
1979,26063.18379,0,12.68483,480801.5832,1284.722,2.47158,5.73257,0.48965,4.29634,4.08107,3.63726,4.32826,6.88722,2.18949,2.6956,2.06534,0.808746151,0.915619226,0.513746151,0,2.542626281,1.462899547,741.71
1980,26911.66338,0,14.02402,480855.8768,1309.4,3.66664,9.01902,0.56214,6.80025,6.59267,6.91493,5.81678,9.57662,2.66461,3.79936,2.45739,0.807116849,0.913175274,0.512116849,0,2.499099466,1.431335794,842.44
1981,27296.22224,0,14.47473,472859.8664,1332.748,4.47842,10.84113,0.7073,8.35503,7.6691,8.53323,6.8249,10.97917,3.05639,4.07419,3.01812,0.80550376,0.910755639,0.51050376,0,2.455572652,1.399772042,929.63
1982,26848.28041,0,12.86417,465156.9243,1363.823,4.1611,10.91601,0.79618,7.6502,7.37997,8.08586,6.08029,10.63789,3.83752,4.75882,3.00099,0.803906721,0.908360081,0.508906721,0,2.412045837,1.368208289,986.89
1983,27297.82013,0,12.27297,472598.3184,1394.361,4.15937,10.44176,0.84411,6.84024,6.74074,7.04607,8.12299,9.18275,4.36153,4.60199,2.89098,0.802325572,0.905988358,0.507325572,0,2.368519023,1.336644537,1018.67
1984,28619.27516,0,12.1292,475367.8976,1416.717,4.50271,10.26704,0.93782,6.87639,6.35556,6.93344,7.52573,9.11479,4.46504,4.51411,2.94265,0.800760157,0.903640235,0.505760157,0,2.324992208,1.305080784,1062.48
1985,29687.73094,0,11.27398,465917.0677,1438.361,4.7882,9.99247,1.09433,6.61944,6.23704,6.82329,8.30536,9.13878,4.59503,3.98369,2.88046,0.799210317,0.901315476,0.504210317,0,2.281465394,1.273517032,1100.19
1986,29409.69808,0,10.32661,455233.8829,1462.729,4.35166,8.41165,1.13506,5.32183,4.39259,5.11392,7.07778,7.01999,4.24271,2.00832,2.19439,0.797675899,0.899013848,0.502675899,0,2.237938579,1.241953279,1121.21
1987,29465.62423,0,10.60722,485837.52,1478.52,3.18608,7.54635,1.20903,5.99637,4.28148,5.16615,7.3291,7.45974,3.68277,2.55767,1.89867,0.796156748,0.896735122,0.501156748,0,2.194411765,1.210389527,1162.24
1988,30047.25619,0,10.40195,510733.913,1490.337,3.39284,7.41323,1.17544,5.79371,4.17037,4.54248,6.55654,7.44375,3.44344,1.87187,1.9146,0.794652714,0.89447907,0.499652714,0,2.15088495,1.178825774,1209.66
1989,30695.99953,0,10.56272,535626.0993,1503.901,2.8721,8.27853,1.23785,6.5963,4.78519,5.30193,6.70009,8.23529,3.60769,2.16666,2.39496,0.793163644,0.892245466,0.498163644,0,2.107358136,1.147262022,1268.09
1990,31416.11529,0,11.06312,599437.3238,1521.574,2.75845,9.31854,1.31803,7.65089,6.01481,6.98239,8.33501,9.22806,3.83909,2.74969,4.14647,0.791689391,0.890034087,0.496689391,0,2.063831321,1.115698269,1336.44
1991,34988.4647,0,9.85086,592995.5625,1555.305,3.44878,8.71117,1.3759,7.11843,4.83704,6.45532,6.31848,9.0988,3.62193,2.26841,3.99677,0.790229807,0.887844711,0.495229807,0,2.361356813,1.084134517,1393.24
1992,37040.68809,0,9.14853,590248.0312,1595.442,2.98883,8.54477,1.32249,7.53249,4.57037,5.99537,4.61957,9.33067,3.67144,2.08729,3.70178,0.788784747,0.88567712,0.493784747,0,2.29773881,1.052570764,1435.45
1993,40987.47639,0,8.57346,605604.7291,1636.453,3.11788,8.23693,1.36776,7.75067,4.5037,5.88265,5.48203,9.87236,3.90867,1.96205,3.65003,0.787354065,0.883531097,0.492354065,0,2.234120807,1.021007012,1477.94
1994,45984.61105,0,7.44558,595181.6714,1682.398,3.0523,7.96236,1.4086,7.49141,4.03704,4.19352,5.67443,9.68489,3.86308,2.11538,3.52176,0.785937618,0.881406427,0.490937618,0,2.170502805,1.121522556,1516.52
1995,46753.72877,0,6.88444,585228.7428,1720.394,3.29619,8.36173,1.41559,6.42566,4.15556,4.07157,5.64043,9.51141,3.23493,2.42994,3.45807,0.784535265,0.879302898,0.489535265,0,2.106884802,1.076447368,1559.13
1996,48801.15849,0,7.25836,616466.3221,1752.326,3.54924,9.28526,1.42625,8.24425,5.03704,6.04333,8.87273,10.20509,3.23478,2.8081,3.92364,0.783146866,0.877220299,0.488146866,0,2.043266799,1.03137218,1604.81
1997,53263,0,7.31439,656304.0088,1774.839,3.71909,9.3851,1.33501,8.00132,4.78519,5.4724,8.6273,10.18377,4.03651,2.75445,4.08143,0.781772282,0.875158423,0.486772282,0,2.508365985,0.986296992,1642.37
1998,54244,0,7.05481,649553.1516,1793.484,3.67884,8.11212,1.30511,6.94429,3.56296,3.13627,8.31884,8.70954,3.66513,1.92898,3.53025,0.780411375,0.873117062,0.485411375,0,2.392215186,0.941221805,1667.82
1999,57810,0,7.0233,651747.0759,1808.082,3.39506,8.81101,1.32835,7.37855,4.13333,3.44669,8.31015,9.53483,3.5349,2.47611,3.63103,0.779064009,0.871096014,0.484064009,0,2.276064386,0.896146617,1704.35
2000,58528,0,8.14631,676800.9436,1820.802,3.34987,10.86609,1.37684,9.97544,6.82963,8.63069,12.38391,12.0357,4.89903,3.66156,5.49953,0.77773005,0.869095075,0.48273005,0,2.159913587,0.851071429,1761.96
2001,60157,0,8.13314,664219.3946,1828.437,3.42573,11.00753,1.47197,9.43628,5.88148,6.63913,15.44533,11.46334,5.58604,3.36151,4.73804,0.776409364,0.867114046,0.481409364,0,2.043762787,0.87,1811.82
2002,61592,0,7.29957,655477.3966,1849.187,3.73161,10.71632,1.52681,8.90682,5.56296,6.37389,12.25055,10.89516,4.56765,3.59843,4.36374,0.775101819,0.865152728,0.480101819,0,1.927611988,0.812142857,1840.63
2003,63283,0,7.68678,653788.2621,1868.121,4.09636,12.42195,1.42394,10.135,6.71111,8.15145,14.88689,12.43787,6.45575,4.35599,5.92603,0.773807284,0.863210926,0.478807284,0,2.107203219,0.754285714,1882.41
2004,67700,0,8.1466,680525.2699,1890.215,4.58142,15.13431,1.47605,12.44376,8.74074,9.78213,16.79252,14.66577,7.55321,4.53135,6.71634,0.77252563,0.861288445,0.47752563,0,1.927565392,0.696428571,1932.86
2005,67776,0,9.50857,680850.894,1914.699,4.85418,18.5622,1.50908,17.25233,13.16296,13.3265,19.57484,18.33576,9.12753,6.56555,9.04681,0.771256729,0.859385094,0.476256729,0,1.747927565,0.638571429,1998.38
2006,69258,0,10.05347,686024.7111,1940.631,5.20152,22.31458,1.56352,19.33973,15.02222,16.36606,21.57248,20.79877,8.92657,8.01053,10.08388,0.770000454,0.85750068,0.475000454,0,1.568289738,0.580714286,2063.13
2007,69610,0,10.57882,714279.8546,1966.357,5.49369,23.70404,1.78838,20.93661,15.72593,16.0399,18.75632,22.78253,8.39185,9.06972,10.87172,0.768756678,0.855635018,0.473756678,0,1.388651911,0.522857143,2121.93
2008,69923,0,11.36846,696094.1778,1984.179,5.66012,27.23177,1.99502,27.09342,22.56296,20.46177,23.74841,25.7087,9.5567,12.99081,13.1894,0.767525279,0.853787918,0.472525279,0,1.209014085,0.465,2202.56334
2009,69052,0,8.67649,670094.5064,2007.315,5.87915,20.31775,1.9015,17.65044,12.9037,18.93731,16.68184,18.73016,5.95016,9.37134,9.83465,0.766306132,0.851959198,0.471306132,0,1.2,0.45,2193.753087
2010,74242.25219,0,8.67649,732296.836,2029.878,6.119577144,20.69965,1.873482,17.65044,17.36418,19.3085,20.62516,19.05939,7.896698657,9.37134,9.353859136,0.765099116,0.850148674,0.470099116,0,0.811267606,0.385714286,
2011,76421.37099,0,8.67649,742358.1481,2052.026,6.369844131,21.08155,1.908696,17.65044,15.95222,19.67969,19.28213,19.38862,7.112881883,9.37134,10.61365097,0.76390411,0.848356164,0.46890411,0,0.507042254,0.192857143,
2012,78627.4221,0,8.67649,752557.6965,2073.875,6.630339437,21.46345,1.94391,17.65044,16.98263,20.05088,20.47731,19.71785,7.483615114,9.37134,10.88708256,0.762720994,0.846581491,0.467720994,0,0.371830986,0.192857143,
2013,80865.88132,0,8.67649,762897.3804,2095.508,6.90148772,21.84536,1.979125,17.65044,16.99725,20.42208,20.45379,20.04708,7.318984892,9.37134,11.83097391,0.76154965,0.844824476,0.46654965,0,0.338028169,0.192857143,
2014,83140.99227,0,8.67649,773379.1254,2116.985,7.183724635,22.22726,2.014339,17.65044,17.43434,20.79327,21.01542,20.37631,7.394321571,9.37134,12.43936449,0.760389962,0.843084943,0.465389962,0,0.253521127,0.160714286,
2015,85456.06491,0,8.67649,784004.8831,2138.349,7.477503653,22.60916,2.049553,17.65044,17.69572,21.16446,21.29609,20.70554,7.360301668,9.37134,13.32817213,0.759241813,0.841362719,0.464241813,0,0.202816901,0.160714286,
2016,87813.81652,0,8.67649,794776.6322,2159.632,7.783296787,22.99106,2.084768,17.65044,18.03018,21.53565,21.71166,21.03477,7.37575777,9.37134,14.12722801,0.758105088,0.839657632,0.463105088,0,0.169014085,0.144642857,
2017,90216.3819,0,8.67649,805696.3786,2180.856,8.101603459,23.37296,2.119982,17.65044,18.33425,21.90684,22.06246,21.364,7.36875575,9.37134,15.06688064,0.756979673,0.83796951,0.461979673,0,0.169014085,0.128571429,
2018,92665.63361,0,8.67649,816766.1557,2202.038,8.432919207,23.75486,2.155196,17.65044,18.65096,22.27803,22.44436,21.69323,7.371932274,9.37134,16.01242527,0.755865457,0.836298185,0.460865457,0,0.152112676,0.128571429,
2019,95163.07525,0,8.67649,827988.0248,2223.189,8.777784141,24.13676,2.19041,17.65044,18.96241,22.64922,22.81133,22.02246,7.370491198,9.37134,17.05168456,0.754762327,0.834643491,0.459762327,0,0.152112676,0.128571429,
2020,97710.11914,0,8.67649,839364.0755,2244.318,9.136752354,24.51866,2.225625,17.65044,19.27604,23.02042,23.18547,22.35169,7.371144832,9.37134,18.13745251,0.753670174,0.833005261,0.458670174,0,0.143661972,0.125357143,
2021,100307.9148,0,8.67649,850896.4262,2265.43,9.510400602,24.90057,2.260839,17.65044,19.58877,23.39161,23.55616,22.68092,7.370849008,9.37134,19.30509402,0.752588888,0.831383331,0.457588888,0,0.136901408,0.125357143,
2022,102957.7301,0,8.67649,862587.2243,2286.531,9.899339126,25.28247,2.296053,17.65044,19.90188,23.7628,23.92851,23.01015,7.37098293,9.37134,20.54013958,0.75151836,0.82977754,0.45651836,0,0.130140845,0.125357143,
2023,105660.6283,0,8.67649,874438.6469,2307.624,10.30417342,25.66437,2.331267,17.65044,20.21482,24.13399,24.30006,23.33938,7.370922966,9.37134,21.85891833,0.750458485,0.828187727,0.455458485,0,0.123380282,0.125357143,
2024,108417.6165,0,8.67649,886452.9009,2328.711,10.72556345,26.04627,2.366482,17.65044,20.52784,24.50518,24.672,23.66861,7.370948951,9.37134,23.25950812,0.749409155,0.826613733,0.454409155,0,0.116619718,0.122142857,
2025,111229.6393,0,8.67649,898632.2233,2349.793,11.16418627,26.42817,2.401696,17.65044,20.84082,24.87637,25.04375,23.99784,7.370936958,9.37134,24.7515967,0.748370267,0.8250554,0.453370267,0,0.114929577,0.122142857,
2026,114097.8328,0,8.67649,910978.8822,2370.873,11.62074659,26.81007,2.43691,17.65044,21.15382,25.24756,25.41559,24.32707,7.370942954,9.37134,26.33832229,0.747341716,0.823512573,0.452341716,0,0.114929577,0.122142857,
2027,117023.0097,0,8.67649,923495.1767,2391.95,12.09599009,27.19197,2.472125,17.65044,21.46681,25.61876,25.78739,24.6563,7.370940955,9.37134,28.02741112,0.746323398,0.821985098,0.451323398,0,0.113802817,0.118928571,
2028,120006.1689,0,8.67649,936183.4375,2413.025,12.59065661,27.57388,2.507339,17.65044,21.77981,25.98995,26.15921,24.98553,7.370940955,9.37134,29.82443429,0.745315214,0.820472821,0.450315214,0,0.112957746,0.118928571,
2029,123048.3284,0,8.67649,949046.0272,2434.099,13.10555256,27.95578,2.542553,17.65044,22.0928,26.36114,26.53101,25.31476,7.370940955,9.37134,31.73689867,0.744317061,0.818975591,0.449317061,0,0.112112676,0.118928571,
2030,126150.5253,0,8.67649,962085.341,2455.173,13.64150522,28.33768,2.577767,17.65044,22.4058,26.73233,26.90283,25.64399,7.370940955,9.37134,33.77186299,0.743328839,0.817493259,0.448328839,0,0.111267606,0.118928571,
2031,129313.5333,0,8.67649,975303.8071,2476.245,14.19937572,28.71958,2.612982,17.65044,22.71879,27.10352,27.27464,25.97322,7.370940955,9.37134,35.93741668,0.742350451,0.816025677,0.447350451,0,0.110422535,0.115714286,
2032,132538.6068,0,8.67649,988703.8868,2497.318,14.78006037,29.10148,2.648196,17.65044,23.03179,27.47471,27.64645,26.30245,7.370940955,9.37134,38.24175571,0.741381798,0.814572697,0.446381798,0,0.109577465,0.115714286,
2033,135826.5456,0,8.67649,1002288.076,2518.39,15.38450755,29.48338,2.68341,17.65044,23.34478,27.84591,28.01826,26.63168,7.370940955,9.37134,40.6938917,0.740422783,0.813134175,0.445422783,0,0.108732394,0.115714286,
2034,139178.3491,0,8.67649,1016058.903,2539.461,16.01365827,29.86528,2.718625,17.65044,23.65777,28.2171,28.39007,26.96091,7.370940955,9.37134,43.30326343,0.739473311,0.811709966,0.444473311,0,0.107887324,0.115714286,
2035,142595.2319,0,8.67649,1030018.933,2560.533,16.66853816,30.24718,2.753839,17.65044,23.97077,28.58829,28.76189,27.29014,7.370940955,9.37134,46.07995316,0.738533285,0.810299928,0.443533285,0,0.107042254,0.115714286,
2036,146078.0273,0,8.67649,1044170.765,2581.604,17.35019942,30.62909,2.789053,17.65044,24.28376,28.95948,29.1337,27.61937,7.370940955,9.37134,49.03464063,0.737602614,0.80890392,0.442602614,0,0.106197183,0.115714286,
2037,149627.9856,0,8.67649,1058517.035,2602.676,18.05973727,31.01099,2.824267,17.65044,24.59676,29.33067,29.50551,27.94859,7.370940955,9.37134,52.17883746,0.736681202,0.807521803,0.441681202,0,0.105352113,0.115714286,
2038,153245.9631,0,8.67649,1073060.413,2623.747,18.79831052,31.39289,2.859482,17.65044,24.90975,29.70186,29.87732,28.27782,7.370940955,9.37134,55.52464632,0.735768959,0.806153439,0.440768959,0,0.104507042,0.1125,
2039,156933.1395,0,8.67649,1087803.609,2644.818,19.567069,31.77479,2.894696,17.65044,25.22275,30.07305,30.24913,28.60705,7.370940955,9.37134,59.08493589,0.734865793,0.804798689,0.439865793,0,0.103661972,0.1125,
2040,160690.6075,0,8.67649,1102749.368,2665.889,20.36726591,32.15669,2.92991,17.65044,25.53574,30.44425,30.62094,28.93628,7.370940955,9.37134,62.87357725,0.733971613,0.80345742,0.438971613,0,0.102816901,0.1125,
2041,164519.5858,0,8.67649,1117900.472,2686.961,21.20018695,32.53859,2.965124,17.65044,25.84873,30.81544,30.99276,29.26551,7.370940955,9.37134,66.9051537,0.733086331,0.802129496,0.438086331,0,0.101971831,0.1125,
2042,168420.9787,0,8.67649,1133259.743,2708.032,22.06717036,32.92049,3.000339,17.65044,26.16173,31.18663,31.36457,29.59474,7.370940955,9.37134,71.19524269,0.732209857,0.800814786,0.437209857,0,0.101126761,0.1125,
2043,172396.0348,0,8.67649,1148830.041,2729.103,22.96960913,33.3024,3.035553,17.65044,26.47472,31.55782,31.73638,29.92397,7.370940955,9.37134,75.76034479,0.731342105,0.799513157,0.436342105,0,0.10028169,0.1125,
2044,176445.91,0,8.67649,1164614.265,2750.174,23.90897712,33.6843,3.070767,17.65044,26.78772,31.92901,32.10819,30.2532,7.370940955,9.37134,80.61824591,0.730482986,0.79822448,0.435482986,0,0.09943662,0.1125,
2045,180571.7764,0,8.67649,1180615.355,2771.245,24.88673673,34.0662,3.105982,17.65044,27.10071,32.3002,32.48,30.58243,7.370940955,9.37134,85.78764513,0.729632416,0.796948625,0.434632416,0,0.098591549,0.109285714,
2046,184774.8225,0,8.67649,1196836.29,2792.316,25.9044819,34.4481,3.141196,17.65044,27.4137,32.67139,32.85181,30.91166,7.370940955,9.37134,91.28851631,0.72879031,0.795685465,0.43379031,0,0.097746479,0.109285714,
2047,189056.2537,0,8.67649,1213280.091,2813.387,26.96384784,34.83,3.17641,17.65044,27.7267,33.04259,33.22362,31.24089,7.370940955,9.37134,97.14201695,0.727956582,0.794434874,0.432956582,0,0.096901408,0.109285714,
2048,193417.4155,0,8.67649,1229949.82,2834.459,28.06653665,35.2119,3.211624,17.65044,28.03969,33.41378,33.59544,31.57012,7.370940955,9.37134,103.3709526,0.727131151,0.793196726,0.432131151,0,0.096056338,0.109285714,
2049,197859.3027,0,8.67649,1246848.581,2855.53,29.21434921,35.5938,3.246839,17.65044,28.35269,33.78497,33.96725,31.89935,7.370940955,9.37134,109.9992998,0.726313932,0.791970898,0.431313932,0,0.095211268,0.109285714,
2050,202383.2935,0,8.67649,1263979.52,2876.601,30.40907246,35.9757,3.282053,17.65044,28.66568,34.15616,34.33906,32.22858,7.370940955,9.37134,117.0526695,0.725504845,0.790757267,0.430504845,0,0.094366197,0.109285714,
