,BMTCB,GETCB,HYTCB,NUETB,SOTCB,WYTCB,ARTCB,AVTCB,CLTCB,DFTCB,JFTCB,KSTCB,LGTCB,MGTCB,NGTCB,RFTCB,WWTCB
1998,12302.80131,237.991,111863.0172,317888.2631,3854.31524,0,26355.45472,964.59875,386769.6754,108739.4305,49197.37583,61.03046,4860.6753,274468.5724,161086.4893,122.75185,10834.30734
1999,12719.41704,286.2,99793.66264,317842.7274,3736.04655,0,25311.89647,792.43504,403262.1076,117482.0226,54587.52833,49.96614,6540.91225,285845.3115,167770.1576,250.21487,11450.0966
2000,13603.41768,286.2,85221.35742,316838.975,3514.96514,0,22751.66257,1028.41314,432810.0454,116054.2494,59155.74476,31.10879,5987.87765,294006.0822,208137.0766,431.40809,12150.50642
2001,10376.76406,287.2,78774.29715,299965.5257,3298.53204,0,17038.8181,966.39487,424023.2213,125764.8152,56210.6274,31.05346,5962.49841,304818.1216,244424.0247,1584.63426,8366.07422
2002,9299.13173,293.7,75556.70214,322260.0747,3115.93332,0,23430.92844,925.29401,406478.8093,116083.0064,58649.25885,16.06503,5452.01681,318886.9641,255247.2894,183.18721,8152.74458
2003,9556.87134,234.62651,72454.91114,297843.1533,3034.0978,0,23016.83069,1177.42409,406536.9641,118293.483,60387.84364,25.26887,6615.2348,321933.9733,275650.1151,291.4567355,8450.99594
2004,9671.23441,254.89323,69884.87923,293130.174,2988.6018,0,31933.97036,826.83933,425413.1317,131117.7428,46810.11889,33.40526,5699.72863,340270.1684,356264.7418,250.96158,8607.18071
2005,25121.70525,282.94431,64094.23194,269326.5065,2990.7242,0,30780.24887,946.61716,428444.8054,151044.2257,45463.26794,51.51807,5048.60697,352127.6758,329301.673,134.70426,11375.94124
2006,25182.79468,286.55903,67378.81478,250591.6427,3233.96385,0,27372.74708,892.73375,431984.5691,156337.8726,43775.60225,49.95361,5648.77695,361644.5715,365229.5651,112.23326,10634.03403
2007,29070.01911,301.53572,65211.38016,280813.3696,3495.0368,0,27034.39303,731.98055,438524.2236,153372.513,37490.26368,22.56649,5633.41659,365383.208,401991.6341,135.92871,11280.25794
2008,35808.45171,365.87177,71795.27831,305755.4347,4200.04508,0,23059.23241,789.37585,458726.7285,157720.8348,38348.02451,6.94161,9086.19109,343133.2598,409965.9579,132.1835065,13210.24166
2009,35412.81309,329.09862,62730.8872,320722.9615,4732.12723,288.3592,19894.53622,640.33799,413259.9226,143372.8515,32288.2927,8.21227,7318.52855,331839.1288,376674.7907,127.6685527,12867.29943
2010,23897.27609,368.4991443,64188.03676,285814.5657,4670.840601,384.4789333,16189.53041,648.1490553,441285.5294,129024.8682,32288.2927,9.48293,7273.453654,356983.6687,343383.6235,123.6667658,13541.23206
2011,24321.1435,387.2121736,63322.53228,284012.7082,4957.315153,528.6585333,12619.60201,602.3277753,444356.1381,114676.8849,29687.30721,10.75359,7453.099826,360335.0687,310092.4563,119.5366872,14097.12446
2012,24745.01091,372.2189447,62457.0278,282210.8507,5243.789705,672.8381333,11044.60591,562.2745409,447426.7468,112848.0519,28820.31205,12.02425,7632.745998,363686.4687,350337.0064,115.4066086,14653.01687
2013,25168.87833,382.3251861,61591.52332,280408.9932,4190.624684,652.8131889,8252.177763,522.2213065,450497.3554,104399.5988,35325.97988,13.29491,7812.39217,367037.8687,347831.2178,111.27653,15208.90927
2014,25592.74574,392.4314275,60726.01884,278607.1358,4221.128133,741.7239422,12068.33128,498.4297692,453567.9641,95951.14581,34440.40846,16.69373468,7992.038342,370389.2687,345325.4292,107.1464513,15764.80167
2015,26016.61315,402.5376689,59860.51436,276805.2783,4251.631582,830.6346956,10807.02013,466.2189811,453076.7887,119267.2116,33554.83705,15.79728239,8171.684514,373740.6687,342819.6405,103.0163727,15490.86573
2016,26440.48056,412.6439103,58995.00988,275003.4208,4282.135031,919.5454489,20234.32487,434.008193,455255.9425,118125.0951,34306.85247,17.9967048,8351.330686,377092.0687,340313.8519,98.88629408,15917.65539
2017,26864.34797,422.7501517,58129.5054,273201.5633,4312.63848,1016.752251,20344.30424,355.2841669,457435.0962,116982.9787,34797.65737,19.41520361,8530.976858,380443.4687,337808.0633,94.75621545,16344.44506
2018,27288.21538,432.856393,57264.00092,271399.7059,4343.141928,1103.279082,20454.28361,363.5142356,459614.25,115840.8623,35288.46227,20.83370241,8710.62303,383794.8687,335302.2746,90.62613683,16771.23472
2019,27712.08279,442.9626344,56398.49644,269597.8484,4373.645377,1189.805913,20564.26298,528.0834344,461793.4038,114698.7459,35779.26718,22.25220121,8890.269202,387146.2687,332796.486,86.4960582,17198.02439
2020,28135.9502,453.0688758,55532.99196,267795.9909,4404.148826,1276.332745,20674.24235,514.4542561,463972.5576,113556.6294,36270.07208,23.67070002,9069.915373,390497.6687,330290.6974,82.36597957,17407.4977
2021,28559.81761,463.1751172,54667.48748,265994.1334,4434.652275,1362.859576,20400.02081,500.8250777,466151.7114,112414.513,36760.87698,25.08919882,9249.561545,393849.0687,327784.9087,103.0163727,17738.3596
2022,28983.68502,473.2813586,53801.983,264192.276,4465.155724,1449.386408,20486.03001,487.1958994,468330.8652,111272.3966,37251.68188,15.67876051,9094.223126,397200.4687,325279.1201,107.1464513,18069.2215
2023,29407.55243,483.3876,52936.47852,262390.4185,4495.659173,1535.913239,20572.03921,473.566721,470510.019,110130.2802,37742.48678,15.1660919,9206.378487,400551.8687,322773.3314,111.27653,18400.0834
2024,29831.41984,493.4938414,52070.97404,260588.561,4526.162621,1622.44007,21803.70212,459.9375427,472689.1728,108988.1638,29600.9958,14.65342329,9318.533848,403903.2687,320267.5428,115.4066086,18730.94531
2025,30255.28726,503.6000828,51205.46956,258786.7035,4556.66607,1708.966902,21939.12619,446.3083643,478212.0783,107846.0473,28798.05207,14.14075468,9430.68921,407254.6687,317761.7542,119.5366872,18215.15594
2026,30679.15467,513.7063242,50339.96508,256984.8461,4587.169519,1795.493733,22074.55025,432.679186,480948.6209,106703.9309,27995.10834,13.62808607,9542.844571,410606.0687,368720.7314,123.6667658,18499.14392
2027,31103.02208,523.8125656,49474.4606,255182.9886,4617.672968,1882.020564,22209.97432,419.0500076,483685.1635,105561.8145,27192.1646,20.34347858,9654.999932,413957.4687,372273.1195,127.7968445,18783.1319
2028,31526.88949,533.918807,48608.95612,253381.1311,4648.176417,1968.547396,22345.39838,461.141084,486421.706,104419.6981,31840.92199,20.82137694,9767.155293,417308.8687,375825.5076,131.9269231,19067.11988
2029,31950.7569,544.0250483,47743.45164,251579.2736,4678.679866,2055.074227,22480.82245,462.3906227,489158.2486,103277.5816,31699.40441,21.2992753,9797.713636,420660.2687,379377.8956,135.8066939,19351.10786
2030,32374.62431,554.1312897,46877.94716,249777.4162,4709.183314,2141.601059,22616.24652,463.6401615,491894.7912,102135.4652,31557.88682,21.77717366,9883.160777,424011.6687,382930.2837,140.1100625,19635.09584
2031,32798.49172,564.2375311,46012.44268,247975.5587,4739.686763,2228.12789,22751.67058,464.8897002,494631.3337,100993.3488,31416.36924,22.25507202,9968.607918,427363.0687,386482.6718,144.4134312,19919.08382
2032,33222.35913,574.3437725,45146.9382,246173.7012,4770.190212,2314.654721,22887.09465,466.139239,497367.8763,99851.23238,31274.85166,22.73297038,10054.05506,430714.4687,390035.0599,148.7167998,20203.0718
2033,33646.22654,584.4500139,44281.43372,244371.8437,4800.693661,2401.181553,23022.51872,467.3887777,500104.4189,98709.11596,31133.33407,23.21086874,10139.5022,434065.8687,393587.448,153.0201685,20487.05978
2034,34070.09395,594.5562553,43415.92924,242569.9863,4831.19711,2487.708384,23465.29088,468.6383164,502840.9614,97566.99953,30991.81649,23.6887671,10224.94934,437417.2687,397139.836,157.3235371,20771.04776
2035,34493.96136,604.6624967,42550.42476,240768.1288,4861.700559,2574.235215,23675.47443,469.8878552,505577.504,96424.88311,30850.2989,24.16666546,10310.39648,440768.6687,400692.2241,161.6269057,21055.03574
2036,34917.82877,614.7687381,41684.92028,238966.2713,4892.204008,2660.762047,23885.65799,471.1373939,508314.0466,95282.76669,30708.78132,24.64456382,10395.84362,444120.0687,404244.6122,165.9302744,21339.02372
2037,35341.69618,624.8749795,40819.4158,237164.4138,4922.707456,2747.288878,24095.84154,472.3869327,511050.5892,94140.65027,30567.26374,25.12246218,10481.29076,447471.4687,407797.0003,170.233643,21623.0117
2038,35765.5636,634.9812209,39953.91132,235362.5564,4953.210905,2833.81571,24306.0251,473.6364714,513787.1317,92998.53384,30425.74615,26.6399429,10566.7379,450822.8687,411349.3883,128.0204599,21906.99968
2039,36189.43101,645.0874623,39088.40684,233560.6989,4983.714354,2920.342541,24516.20865,474.8860102,516523.6743,91856.41742,30284.22857,27.35774488,10652.18504,454174.2687,414901.7764,127.775134,22190.98766
2040,36613.29842,655.1937036,38222.90236,231758.8414,5014.217803,3006.869372,24726.3922,476.1355489,519260.2169,90714.301,30142.71099,28.07554686,10737.63219,457525.6687,418454.1645,127.5298082,22474.97564
2041,37037.16583,665.299945,37357.39788,229956.9839,5044.721252,3093.396204,24936.57576,477.3850877,521996.7594,89572.18458,30001.1934,28.79334885,10823.07933,460877.0687,422006.5526,127.2844823,22758.96362
2042,37461.03324,675.4061864,36491.8934,228155.1265,5075.224701,3179.923035,25146.75931,478.6346264,524733.302,88430.06816,29859.67582,29.51115083,10908.52647,464228.4687,425558.9407,127.0391564,23042.9516
2043,37884.90065,685.5124278,35626.38892,226353.269,5105.728149,3266.449866,25356.94286,479.8841652,527469.8446,87287.95173,29718.15823,30.22895281,10993.97361,467579.8687,429111.3287,126.7938305,23326.93958
2044,38308.76806,695.6186692,34760.88444,224551.4115,5136.231598,3352.976698,25567.12642,481.1337039,530206.3871,86145.83531,29576.64065,30.94675479,11079.42075,470931.2687,432663.7168,126.5485046,23610.92756
2045,38732.63547,705.7249106,33895.37996,222749.5541,5166.735047,3439.503529,25777.30997,482.3832426,532942.9297,85003.71889,29435.12307,31.66455677,11164.86789,474282.6687,436216.1049,126.3031787,23894.91554
2046,39156.50288,715.831152,33029.87548,220947.6966,5197.238496,3526.030361,25987.49352,483.6327814,535679.4723,83861.60247,29293.60548,32.38235875,11250.31503,477634.0687,439768.493,142.2528928,24178.90352
2047,39580.37029,725.9373934,32164.371,219145.8391,5227.741945,3612.557192,26197.67708,484.8823201,538416.0149,82719.48604,29152.0879,33.10016073,11335.76217,480985.4687,443320.8811,142.8623479,24462.8915
2048,40004.2377,736.0436348,31298.86652,217343.9816,5258.245394,3699.084023,26407.86063,486.1318589,541152.5574,81577.36962,29010.57032,33.81796272,11421.20931,484336.8687,446873.2691,143.4718031,24746.87948
2049,40428.10511,746.1498762,30433.36204,215542.1242,5288.748842,3785.610855,26618.04418,487.3813976,543889.1,80435.2532,28869.05273,34.5357647,11506.65645,487688.2687,450425.6572,144.0812582,25030.86746
2050,40851.97253,756.2561176,29567.85756,213740.2667,5319.252291,3872.137686,26828.22774,488.6309364,546625.6426,79293.13678,28727.53515,35.25356668,11592.10359,491039.6687,453978.0453,144.6907134,25314.85544
