X,GDPRX,NUETD,TEGDS,TETCB,TPOPP,ARTCD,AVTCD,CLTCD,DFTCD,JFTCD,KSTCD,LGTCD,MGTCD,NGTCD,RFTCD,WWTCD,BMTCB,GETCB,HYTCB,NUETD.1,SOTCB,WYTCB,GDPrate
1990,543512.9039,0.56006,11.41419,9930570.329,17056.755,2.93561,9.31854,1.43835,7.49321,5.40741,6.16273,4.36684,9.1641,2.44928,2.92855,1.39028,0.791689391,0.890034087,0.496689391,0.56006,2.063831321,1.115698269,1336.44
1991,552294.3294,0.48557,10.99132,9932496.395,17398.005,3.32637,8.71117,1.48654,7.08662,4.63704,5.6397,4.45821,9.08681,2.28493,2.9726,1.49267,0.790229807,0.887844711,0.495229807,0.48557,2.361356813,1.084134517,1393.24
1992,573991.3911,0.5196,10.42788,10074192.28,17759.738,2.32804,8.54477,1.48082,7.16433,4.31852,5.09043,4.20806,9.05083,2.45451,1.89962,1.41924,0.788784747,0.88567712,0.493784747,0.5196,2.29773881,1.052570764,1435.45
1993,594632.2676,0.69201,10.13594,10170250.41,18161.612,3.13528,8.23693,1.42127,7.11506,4.01481,4.90694,4.03596,8.90491,2.77538,1.87985,1.26039,0.787354065,0.883531097,0.492354065,0.69201,2.234120807,1.021007012,1477.94
1994,627864.3805,0.59999,9.92393,10438440.57,18564.062,2.94232,7.96236,1.34478,7.0343,3.72593,4.34446,5.20267,8.9782,2.49941,2.03249,1.25706,0.785937618,0.881406427,0.490937618,0.59999,2.170502805,1.121522556,1516.52
1995,659565.0249,0.55646,9.22969,10633549.42,18958.751,3.17794,8.36173,1.33313,6.94109,3.74074,4.14534,5.0827,9.27785,2.23089,1.98483,1.32435,0.784535265,0.879302898,0.489535265,0.55646,2.106884802,1.076447368,1559.13
1996,698643.8773,0.56412,10.10057,11481175.96,19340.342,3.32245,9.28526,1.29217,7.72464,4.56296,5.09416,6.4677,9.71894,2.77707,2.1387,1.14927,0.783146866,0.877220299,0.488146866,0.56412,2.043266799,1.03137218,1604.81
1997,754418,0.54358,9.43788,11840669.74,19740.317,3.48593,9.3851,1.26093,7.42744,4.24444,4.65222,5.76838,9.51707,3.05138,2.91127,1.08541,0.781772282,0.875158423,0.486772282,0.54358,2.508365985,0.986296992,1642.37
1998,802173,0.52388,7.99715,12024684.51,20157.531,3.5352,8.11212,1.24926,6.34024,3.14815,3.37292,4.33435,8.21144,2.54428,2.50011,1.32667,0.780411375,0.873117062,0.485411375,0.52388,2.392215186,0.941221805,1667.82
1999,837263,0.49819,8.00269,11685942.83,20558.22,3.73052,8.81101,1.21108,6.89443,3.7037,3.96384,5.07975,8.88198,2.7347,1.83453,1.48561,0.779064009,0.871096014,0.484064009,0.49819,2.276064386,0.896146617,1704.35
2000,872598,0.44778,9.85133,12054512.27,20944.937,3.80139,10.86609,1.2288,9.33706,6.25926,7.15898,7.75406,11.33436,4.28808,3.95001,1.64814,0.77773005,0.869095075,0.48273005,0.44778,2.159913587,0.851071429,1761.96
2001,895381,0.40982,9.42389,11878785.05,21330.19,3.79284,11.00753,1.33483,8.85125,5.46667,5.56261,7.07091,10.71363,4.63921,4.43593,2.17241,0.776409364,0.867114046,0.481409364,0.40982,2.043762787,0.87,1811.82
2002,916438,0.35243,8.49121,12108417.68,21705.766,3.82663,10.71632,1.27599,8.47443,5.05926,5.53013,6.07876,10.29839,3.65577,2.15034,2.21401,0.775101819,0.865152728,0.480101819,0.35243,1.927611988,0.812142857,1840.63
2003,918039,0.36948,9.76858,11973320.04,22048.452,4.21981,12.42195,1.26214,9.56763,6.17037,6.8891,8.17935,11.61513,5.6322,5.30274,1.90433,0.773807284,0.863210926,0.478807284,0.36948,2.107203219,0.754285714,1882.41
2004,968363,0.36042,10.50822,12054552.92,22408.514,4.73928,15.13431,1.32058,11.98555,8.4963,9.42497,10.2824,13.90872,6.13348,5.15407,2.1779,0.77252563,0.861288445,0.47752563,0.36042,1.927565392,0.696428571,1932.86
2005,970997,0.38234,11.80176,11544259.62,22790.696,5.29769,18.5622,1.34542,16.30598,12.78519,13.04499,12.21767,17.38597,8.10533,6.87367,3.30375,0.771256729,0.859385094,0.476256729,0.38234,1.747927565,0.638571429,1998.38
2006,1017505,0.37777,12.87548,11988110.8,23356.591,5.73411,22.31458,1.50535,18.37986,14.4963,15.55875,14.75724,19.84898,6.99546,7.32486,3.31986,0.770000454,0.85750068,0.475000454,0.37777,1.568289738,0.580714286,2063.13
2007,1069863,0.46513,12.63627,12068165.68,23824.518,6.15972,23.70404,1.65473,19.68041,15.74815,15.71605,16.50966,21.47078,7.09337,8.72691,3.33449,0.768756678,0.855635018,0.473756678,0.46513,1.388651911,0.522857143,2121.93
2008,1065904,0.47545,14.21053,11761527.02,24290.611,6.37485,27.23177,1.90476,26.29444,22.52593,18.05504,20.76057,24.92794,9.15795,8.73365,3.75641,0.767525279,0.853787918,0.472525279,0.47545,1.209014085,0.465,2202.56334
2009,1066437,0.55155,10.09536,11297410.59,24770.651,6.71933,20.31775,1.89361,16.54134,12.37778,15.95587,12.76507,17.77233,4.65043,7.30523,3.62018,0.766306132,0.851959198,0.471306132,0.55155,1.2,0.45,2193.753087
2010,1195020.269,0.5305802,10.23563,13493524.6,25250.69,6.843938,20.69965,1.958501213,20.89564,15.4945,16.80092557,13.57319647,17.77233,8.254942156,7.30522988,2.310241238,0.765099116,0.850148674,0.470099116,0.5305802,0.811267606,0.385714286,
2011,1240474.579,0.5153577,10.35869,13725644.97,25730.73,6.968546,21.08155,1.976891246,19.72778,14.53729,15.7941983,14.43247679,17.77233,7.203806633,7.30522988,2.332528095,0.76390411,0.848356164,0.46890411,0.5153577,0.507042254,0.192857143,
2012,1287009.174,0.5043072,10.46666,13961758.36,26210.77,7.093154,21.46345,2.001735747,20.7215,14.83127,15.7941983,15.34617105,17.77233,7.172089654,7.30522988,2.354814952,0.762720994,0.846581491,0.467720994,0.5043072,0.371830986,0.192857143,
2013,1334641.227,0.4962853,10.56139,14201933.46,26690.81,7.217762,21.84536,2.015449826,20.86909,14.74098,15.7941983,16.31769334,17.77233,7.780379811,7.30522988,2.37710181,0.76154965,0.844824476,0.46654965,0.4962853,0.338028169,0.192857143,
2014,1383388.202,0.4904621,10.64449,14446240.13,27170.85,7.34237,22.22726,2.027343829,21.34789,14.76871,15.7941983,17.35073728,17.77233,7.407383479,7.30522988,2.399388667,0.760389962,0.843084943,0.465389962,0.4904621,0.253521127,0.160714286,
2015,1433267.855,0.4862348,10.71741,14694749.45,27650.89,7.466978,22.60916,2.035394065,21.69705,14.76019,15.7941983,18.44916293,17.77233,7.683796588,7.30522988,2.421675524,0.759241813,0.841362719,0.464241813,0.4862348,0.202816901,0.160714286,
2016,1484298.235,0.483166,10.78137,14947533.71,28130.93,7.591586,22.99106,2.041623863,22.09695,14.76281,15.7941983,19.61712678,17.77233,7.737225601,7.30522988,2.443962381,0.758105088,0.839657632,0.463105088,0.483166,0.169014085,0.144642857,
2017,1536497.688,0.4809384,10.8375,15204666.46,28610.97,7.716194,23.37296,2.046112167,22.47699,14.762,15.7941983,20.85905194,17.77233,7.745247575,7.30522988,2.466249238,0.756979673,0.83796951,0.461979673,0.4809384,0.169014085,0.128571429,
2018,1589884.858,0.4793212,10.88673,15466222.5,29091.01,7.840802,23.75486,2.049476762,22.8648,14.76225,15.7941983,22.17957898,17.77233,7.87599454,7.30522988,2.488536095,0.755865457,0.836298185,0.460865457,0.4793212,0.152112676,0.128571429,
2019,1644478.694,0.4781473,10.92993,15732277.92,29571.05,7.96541,24.13676,2.051947368,23.24957,14.76218,15.7941983,23.58372841,17.77233,7.911289402,7.30522988,2.510822952,0.754762327,0.834643491,0.459762327,0.4781473,0.152112676,0.128571429,
2020,1700298.447,0.4772951,10.96783,16002910.12,30051.09,8.090018,24.51866,2.053783095,23.63553,14.7622,15.7941983,25.07674694,17.77233,7.985598287,7.30522988,2.53310981,0.753670174,0.833005261,0.458670174,0.4772951,0.143661972,0.125357143,
2021,1757363.674,0.4766765,11.00108,16278197.82,30531.13,8.214626,24.90057,2.055138925,24.02102,14.76219,15.7941983,26.66428421,17.77233,8.059052674,7.30522988,2.555396667,0.752588888,0.831383331,0.457588888,0.4766765,0.136901408,0.125357143,
2022,1815694.25,0.4762274,11.03026,16558221.13,31011.17,8.339233,25.28247,2.056143964,24.4067,14.76219,15.7941983,28.35235229,17.77233,8.117324066,7.30522988,2.577683524,0.75151836,0.82977754,0.45651836,0.4762274,0.130140845,0.125357143,
2023,1875310.355,0.4759014,11.05585,16843061.49,31491.21,8.463841,25.66437,2.056887941,24.7923,14.76219,15.7941983,30.14725879,17.77233,8.188416208,7.30522988,2.599970381,0.750458485,0.828187727,0.455458485,0.4759014,0.123380282,0.125357143,
2024,1936232.494,0.4756648,11.0783,17132801.78,31971.25,8.588449,26.04627,2.057438942,25.17794,14.76219,15.7941983,32.05582775,17.77233,8.252370569,7.30522988,2.622257238,0.749409155,0.826613733,0.454409155,0.4756648,0.116619718,0.122142857,
2025,1998481.487,0.475493,11.098,17427526.28,32451.29,8.713057,26.42817,2.057846933,25.56356,14.76219,15.7941983,34.08519071,17.77233,8.31677702,7.30522988,2.644544095,0.748370267,0.8250554,0.453370267,0.475493,0.114929577,0.122142857,
2026,2062078.482,0.4753683,11.11529,17727320.74,32931.33,8.837665,26.81007,2.058149169,25.94919,14.76219,15.7941983,36.24302685,17.77233,8.38228847,7.30522988,2.666830952,0.747341716,0.823512573,0.452341716,0.4753683,0.114929577,0.122142857,
2027,2127044.954,0.4752778,11.13045,18032272.36,33411.37,8.962273,27.19197,2.058373144,26.33481,14.76219,15.7941983,38.53750797,17.77233,8.445486368,7.30522988,2.68911781,0.746323398,0.821985098,0.451323398,0.4752778,0.113802817,0.118928571,
2028,2193402.708,0.475212,11.14376,18342469.87,33891.41,9.086881,27.57388,2.058539045,26.72044,14.76219,15.7941983,40.9772076,17.77233,8.509250261,7.30522988,2.711404667,0.745315214,0.820472821,0.450315214,0.475212,0.112957746,0.118928571,
2029,2261173.886,0.4751643,11.15543,18658003.51,34371.45,9.211489,27.95578,2.058661944,27.10606,14.76219,15.7941983,43.57140123,17.77233,8.57228091,7.30522988,2.733691524,0.744317061,0.818975591,0.449317061,0.4751643,0.112112676,0.118928571,
2030,2330380.969,0.4751297,11.16567,18978965.08,34851.49,9.336097,28.33768,2.058752778,27.49169,14.76219,15.7941983,46.32978228,17.77233,8.634696289,7.30522988,2.755978381,0.743328839,0.817493259,0.448328839,0.4751297,0.111267606,0.118928571,
2031,2401046.778,0.4751046,11.17465,19305447.93,35331.53,9.460705,28.71958,2.058820293,27.87731,14.76219,15.7941983,49.26278855,17.77233,8.696901747,7.30522988,2.778265238,0.742350451,0.816025677,0.447350451,0.4751046,0.110422535,0.115714286,
2032,2473194.486,0.4750863,11.18253,19637547.06,35811.57,9.585313,29.10148,2.058870078,28.26294,14.76219,15.7941983,52.38152747,17.77233,8.758507864,7.30522988,2.800552095,0.741381798,0.814572697,0.446381798,0.4750863,0.109577465,0.115714286,
2033,2546847.613,0.4750731,11.18945,19975359.07,36291.61,9.709921,29.48338,2.058907234,28.64856,14.76219,15.7941983,55.69765247,17.77233,8.819736958,7.30522988,2.822838952,0.740422783,0.813134175,0.445422783,0.4750731,0.108732394,0.115714286,
2034,2622030.037,0.4750635,11.19552,20318982.25,36771.65,9.834529,29.86528,2.058934676,29.03419,14.76219,15.7941983,59.22377109,17.77233,8.880555163,7.30522988,2.84512581,0.739473311,0.811709966,0.444473311,0.4750635,0.107887324,0.115714286,
2035,2698765.993,0.4750565,11.20084,20668516.55,37251.69,9.959137,30.24718,2.058954832,29.41981,14.76219,15.7941983,62.973059,17.77233,8.940929482,7.30522988,2.867412667,0.738533285,0.810299928,0.443533285,0.4750565,0.107042254,0.115714286,
2036,2777080.083,0.4750514,11.20551,21024063.67,37731.73,10.083745,30.62909,2.058969888,29.80544,14.76219,15.7941983,66.95970362,17.77233,9.000922175,7.30522988,2.889699524,0.737602614,0.80890392,0.442602614,0.4750514,0.106197183,0.115714286,
2037,2856997.274,0.4750477,11.20961,21385727.03,38211.77,10.208353,31.01099,2.058981059,30.19106,14.76219,15.7941983,71.19880254,17.77233,9.060507712,7.30522988,2.911986381,0.736681202,0.807521803,0.441681202,0.4750477,0.105352113,0.115714286,
2038,2938542.908,0.4750451,11.2132,21753611.85,38691.81,10.332961,31.39289,2.058989315,30.57669,14.76219,15.7941983,75.70619551,17.77233,9.119703943,7.30522988,2.934273238,0.735768959,0.806153439,0.440768959,0.4750451,0.104507042,0.1125,
2039,3021742.705,0.4750431,11.21636,22127825.16,39171.85,10.457569,31.77479,2.058995386,30.96232,14.76219,15.7941983,80.49901916,17.77233,9.178522212,7.30522988,2.956560095,0.734865793,0.804798689,0.439865793,0.4750431,0.103661972,0.1125,
2040,3106622.765,0.4750417,11.21912,22508475.82,39651.89,10.582177,32.15669,2.059,31.34794,14.76219,15.7941983,85.5951823,17.77233,9.236962704,7.30522988,2.978846952,0.733971613,0.80345742,0.438971613,0.4750417,0.102816901,0.1125,
2041,3193209.576,0.4750407,11.22155,22895674.56,40131.93,10.706785,32.53859,2.0590034,31.73357,14.76219,15.7941983,91.01396898,17.77233,9.295036848,7.30522988,3.00113381,0.733086331,0.802129496,0.438086331,0.4750407,0.101971831,0.1125,
2042,3281530.017,0.4750399,11.22368,23289534.03,40611.97,10.831393,32.92049,2.059005828,32.11919,14.76219,15.7941983,96.77590035,17.77233,9.352750932,7.30522988,3.023420667,0.732209857,0.800814786,0.437209857,0.4750399,0.101126761,0.1125,
2043,3371611.365,0.4750394,11.22555,23690168.82,41092.01,10.956001,33.3024,2.059007771,32.50482,14.76219,15.7941983,102.9025064,17.77233,9.410109989,7.30522988,3.045707524,0.731342105,0.799513157,0.436342105,0.4750394,0.10028169,0.1125,
2044,3463481.297,0.475039,11.22719,24097695.46,41572.05,11.080609,33.6843,2.059008985,32.89044,14.76219,15.7941983,109.4170798,17.77233,9.467122583,7.30522988,3.067994381,0.730482986,0.79822448,0.435482986,0.475039,0.09943662,0.1125,
2045,3557167.897,0.4750387,11.22863,24512232.52,42052.09,11.205217,34.0662,2.059009956,33.27607,14.76219,15.7941983,116.3439628,17.77233,9.523793362,7.30522988,3.090281238,0.729632416,0.796948625,0.434632416,0.4750387,0.098591549,0.109285714,
2046,3652699.661,0.4750385,11.22989,24933900.59,42532.13,11.329824,34.4481,2.059010685,33.66169,14.76219,15.7941983,123.709367,17.77233,9.580128914,7.30522988,3.112568095,0.72879031,0.795685465,0.43379031,0.4750385,0.097746479,0.109285714,
2047,3750105.502,0.4750384,11.23099,25362822.35,43012.17,11.454432,34.83,2.059011413,34.04732,14.76219,15.7941983,131.5411855,17.77233,9.636135117,7.30522988,3.134854952,0.727956582,0.794434874,0.432956582,0.4750384,0.096901408,0.109285714,
2048,3849414.754,0.4750383,11.23197,25799122.57,43492.21,11.57904,35.2119,2.059011656,34.43294,14.76219,15.7941983,139.8686825,17.77233,9.691817683,7.30522988,3.15714181,0.727131151,0.793196726,0.432131151,0.4750383,0.096056338,0.109285714,
2049,3950657.181,0.4750382,11.23282,26242928.18,43972.25,11.703648,35.5938,2.059012142,34.81857,14.76219,15.7941983,148.7235182,17.77233,9.747182157,7.30522988,3.179428667,0.726313932,0.791970898,0.431313932,0.4750382,0.095211268,0.109285714,
2050,4053862.976,0.4750381,11.23356,26694368.29,44452.29,11.828256,35.9757,2.059012385,35.20419,14.76219,15.7941983,158.1387797,17.77233,9.802233929,7.30522988,3.201715524,0.725504845,0.790757267,0.430504845,0.4750381,0.094366197,0.109285714,
